county,cc,mc,date,year,month,fatalities,driver,passenger,pedestrian,cyclist,avg_12mo
Camden,4,,2023-05-01,2023,5,2,1,1,0,0,3.9
Camden,4,,2023-06-01,2023,6,3,2,0,1,0,3.5
Camden,4,,2023-07-01,2023,7,2,1,1,0,0,3.2
Camden,4,,2023-08-01,2023,8,4,2,1,1,0,3.1
Camden,4,,2023-09-01,2023,9,4,1,0,2,1,3.1
Camden,4,,2023-10-01,2023,10,7,3,0,1,3,3.2
Camden,4,,2023-11-01,2023,11,5,1,1,2,1,3.4
Camden,4,,2023-12-01,2023,12,5,1,1,3,0,3.4
Camden,4,,2024-01-01,2024,1,2,0,0,2,0,3.3
Camden,4,,2024-02-01,2024,2,6,3,0,3,0,3.7
Camden,4,,2024-03-01,2024,3,4,3,1,0,0,3.9
Camden,4,,2024-04-01,2024,4,6,1,1,4,0,4.2
Camden,4,,2024-05-01,2024,5,4,2,1,1,0,4.3
Camden,4,,2024-06-01,2024,6,3,3,0,0,0,4.3
Camden,4,,2024-07-01,2024,7,1,0,0,1,0,4.2
Camden,4,,2024-08-01,2024,8,1,1,0,0,0,4.0
Camden,4,,2024-09-01,2024,9,2,1,0,1,0,3.8
Camden,4,,2024-11-01,2024,11,5,3,0,2,0,3.7
Camden,4,,2024-12-01,2024,12,3,2,1,0,0,3.5
Camden,4,,2025-01-01,2025,1,4,3,0,1,0,3.4
Camden,4,,2025-02-01,2025,2,4,4,0,0,0,3.6
Camden,4,,2025-03-01,2025,3,4,2,1,1,0,3.4
Camden,4,,2025-04-01,2025,4,3,1,0,2,0,3.3
Camden,4,,2025-05-01,2025,5,4,2,1,1,0,3.2
Camden,4,,2025-06-01,2025,6,2,0,0,2,0,3.0
Camden,4,,2025-07-01,2025,7,4,2,0,0,2,3.1
Camden,4,,2025-08-01,2025,8,3,3,0,0,0,3.2
Camden,4,,2025-09-01,2025,9,3,0,0,3,0,3.4
Camden,4,,2025-10-01,2025,10,3,2,0,1,0,3.5
Camden,4,,2025-11-01,2025,11,3,1,1,1,0,3.3
Camden,4,,2025-12-01,2025,12,3,1,0,2,0,3.3
Camden,4,,2026-01-01,2026,1,3,1,0,2,0,3.2
Camden,4,,2026-02-01,2026,2,2,1,1,0,0,3.1
Camden,4,,2026-03-01,2026,3,2,1,0,1,0,2.9
Camden,4,,2026-04-01,2026,4,2,1,0,0,1,2.8
Cape May,5,,2001-01-01,2001,1,1,1,0,0,0,1.0
Cape May,5,,2001-03-01,2001,3,2,2,0,0,0,1.5
Cape May,5,,2001-04-01,2001,4,1,1,0,0,0,1.3
Cape May,5,,2001-05-01,2001,5,2,1,0,0,1,1.5
Cape May,5,,2001-06-01,2001,6,1,1,0,0,0,1.4
Cape May,5,,2001-07-01,2001,7,1,1,0,0,0,1.3
Cape May,5,,2001-08-01,2001,8,1,1,0,0,0,1.3
Cape May,5,,2001-09-01,2001,9,1,0,1,0,0,1.2
Cape May,5,,2001-11-01,2001,11,1,1,0,0,0,1.2
Cape May,5,,2001-12-01,2001,12,1,1,0,0,0,1.2
Cape May,5,,2002-01-01,2002,1,2,1,1,0,0,1.3
Cape May,5,,2002-03-01,2002,3,1,1,0,0,0,1.2
Cape May,5,,2002-04-01,2002,4,1,0,1,0,0,1.2
Cape May,5,,2002-05-01,2002,5,1,0,1,0,0,1.2
Cape May,5,,2002-06-01,2002,6,1,0,0,0,1,1.2
Cape May,5,,2002-08-01,2002,8,2,1,0,1,0,1.2
Cape May,5,,2002-09-01,2002,9,1,1,0,0,0,1.2
Cape May,5,,2002-10-01,2002,10,4,1,2,0,1,1.4
Cape May,5,,2002-12-01,2002,12,2,1,1,0,0,1.5
Cape May,5,,2003-01-01,2003,1,3,1,1,1,0,1.7
Cape May,5,,2003-05-01,2003,5,1,1,0,0,0,1.7
Cape May,5,,2003-06-01,2003,6,2,1,1,0,0,1.8
Cape May,5,,2003-07-01,2003,7,1,0,1,0,0,1.7
Cape May,5,,2003-08-01,2003,8,3,2,0,1,0,1.8
Cape May,5,,2003-09-01,2003,9,2,1,1,0,0,1.9
Cape May,5,,2003-10-01,2003,10,1,1,0,0,0,1.9
Cape May,5,,2003-11-01,2003,11,1,1,0,0,0,1.9
Cape May,5,,2004-02-01,2004,2,1,1,0,0,0,1.8
Cape May,5,,2004-04-01,2004,4,1,0,0,1,0,1.8
Cape May,5,,2004-05-01,2004,5,1,0,0,1,0,1.6
Cape May,5,,2004-06-01,2004,6,3,2,1,0,0,1.7
Cape May,5,,2004-08-01,2004,8,3,2,0,1,0,1.7
Cape May,5,,2004-09-01,2004,9,3,1,0,2,0,1.8
Cape May,5,,2004-11-01,2004,11,2,1,1,0,0,1.8
Cape May,5,,2004-12-01,2004,12,1,0,0,1,0,1.8
Cape May,5,,2005-01-01,2005,1,3,2,1,0,0,1.8
Cape May,5,,2005-02-01,2005,2,1,1,0,0,0,1.8
Cape May,5,,2005-03-01,2005,3,1,1,0,0,0,1.8
Cape May,5,,2005-06-01,2005,6,1,1,0,0,0,1.8
Cape May,5,,2005-07-01,2005,7,2,2,0,0,0,1.8
Cape May,5,,2005-08-01,2005,8,6,3,3,0,0,2.2
Cape May,5,,2005-09-01,2005,9,3,1,1,1,0,2.4
Cape May,5,,2005-10-01,2005,10,2,2,0,0,0,2.3
Cape May,5,,2005-11-01,2005,11,1,0,0,1,0,2.2
Cape May,5,,2005-12-01,2005,12,4,3,1,0,0,2.2
Cape May,5,,2006-02-01,2006,2,2,2,0,0,0,2.2
Cape May,5,,2006-05-01,2006,5,1,1,0,0,0,2.2
Cape May,5,,2006-06-01,2006,6,3,1,1,1,0,2.2
Cape May,5,,2006-07-01,2006,7,3,2,1,0,0,2.4
Cape May,5,,2006-09-01,2006,9,4,2,2,0,0,2.7
Cape May,5,,2006-10-01,2006,10,1,1,0,0,0,2.7
Cape May,5,,2006-12-01,2006,12,1,1,0,0,0,2.6
Cape May,5,,2007-01-01,2007,1,2,2,0,0,0,2.2
Cape May,5,,2007-03-01,2007,3,2,1,1,0,0,2.2
Cape May,5,,2007-04-01,2007,4,2,2,0,0,0,2.2
Cape May,5,,2007-05-01,2007,5,2,2,0,0,0,2.2
Cape May,5,,2007-06-01,2007,6,1,1,0,0,0,2.0
Cape May,5,,2007-07-01,2007,7,2,2,0,0,0,2.0
Cape May,5,,2007-08-01,2007,8,6,3,3,0,0,2.4
Cape May,5,,2007-09-01,2007,9,1,1,0,0,0,2.2
Cape May,5,,2007-11-01,2007,11,1,1,0,0,0,2.1
Cape May,5,,2007-12-01,2007,12,2,1,0,1,0,1.9
Cape May,5,,2008-01-01,2008,1,1,1,0,0,0,1.9
Cape May,5,,2008-05-01,2008,5,2,1,1,0,0,2.0
Cape May,5,,2008-06-01,2008,6,2,2,0,0,0,2.0
Cape May,5,,2008-07-01,2008,7,2,2,0,0,0,2.0
Cape May,5,,2008-08-01,2008,8,1,0,1,0,0,1.9
Cape May,5,,2008-09-01,2008,9,1,1,0,0,0,1.8
Cape May,5,,2008-11-01,2008,11,1,1,0,0,0,1.8
Cape May,5,,2008-12-01,2008,12,1,0,1,0,0,1.8
Cape May,5,,2009-01-01,2009,1,1,1,0,0,0,1.3
Cape May,5,,2009-02-01,2009,2,1,1,0,0,0,1.3
Cape May,5,,2009-04-01,2009,4,1,1,0,0,0,1.3
Cape May,5,,2009-07-01,2009,7,1,0,0,1,0,1.2
Cape May,5,,2009-09-01,2009,9,2,2,0,0,0,1.3
Cape May,5,,2009-12-01,2009,12,2,2,0,0,0,1.3
Cape May,5,,2010-01-01,2010,1,1,1,0,0,0,1.2
Cape May,5,,2010-03-01,2010,3,1,1,0,0,0,1.2
Cape May,5,,2010-08-01,2010,8,1,1,0,0,0,1.2
Cape May,5,,2010-09-01,2010,9,2,1,1,0,0,1.2
Cape May,5,,2011-01-01,2011,1,2,2,0,0,0,1.3
Cape May,5,,2011-04-01,2011,4,1,0,1,0,0,1.3
Cape May,5,,2011-05-01,2011,5,3,2,1,0,0,1.5
Cape May,5,,2011-06-01,2011,6,1,1,0,0,0,1.5
Cape May,5,,2011-07-01,2011,7,2,1,1,0,0,1.6
Cape May,5,,2012-02-01,2012,2,1,0,0,1,0,1.6
Cape May,5,,2012-04-01,2012,4,1,0,0,1,0,1.5
Cape May,5,,2012-05-01,2012,5,1,1,0,0,0,1.4
Cape May,5,,2012-07-01,2012,7,3,0,1,2,0,1.6
Cape May,5,,2012-08-01,2012,8,2,1,0,1,0,1.7
Cape May,5,,2012-09-01,2012,9,1,1,0,0,0,1.7
Cape May,5,,2012-10-01,2012,10,1,1,0,0,0,1.6
Cape May,5,,2012-11-01,2012,11,1,1,0,0,0,1.5
Cape May,5,,2013-01-01,2013,1,2,1,1,0,0,1.6
Cape May,5,,2013-07-01,2013,7,1,1,0,0,0,1.4
Cape May,5,,2013-08-01,2013,8,1,1,0,0,0,1.4
Cape May,5,,2013-10-01,2013,10,1,1,0,0,0,1.3
Cape May,5,,2014-01-01,2014,1,1,1,0,0,0,1.3
Cape May,5,,2014-02-01,2014,2,1,1,0,0,0,1.3
Cape May,5,,2014-04-01,2014,4,3,3,0,0,0,1.5
Cape May,5,,2014-05-01,2014,5,1,0,1,0,0,1.3
Cape May,5,,2014-07-01,2014,7,3,1,1,1,0,1.4
Cape May,5,,2014-08-01,2014,8,2,1,1,0,0,1.5
Cape May,5,,2014-12-01,2014,12,1,1,0,0,0,1.5
Cape May,5,,2015-01-01,2015,1,1,0,0,1,0,1.5
Cape May,5,,2015-02-01,2015,2,2,1,0,1,0,1.5
Cape May,5,,2015-03-01,2015,3,2,1,0,1,0,1.6
Cape May,5,,2015-06-01,2015,6,1,1,0,0,0,1.6
Cape May,5,,2015-07-01,2015,7,2,2,0,0,0,1.7
Cape May,5,,2015-08-01,2015,8,1,0,0,0,1,1.7
Cape May,5,,2015-09-01,2015,9,1,1,0,0,0,1.7
Cape May,5,,2015-10-01,2015,10,2,1,0,1,0,1.6
Cape May,5,,2016-01-01,2016,1,1,1,0,0,0,1.6
Cape May,5,,2016-03-01,2016,3,2,1,0,1,0,1.5
Cape May,5,,2016-05-01,2016,5,1,1,0,0,0,1.4
Cape May,5,,2016-06-01,2016,6,1,0,1,0,0,1.4
Cape May,5,,2016-07-01,2016,7,2,1,1,0,0,1.5
Cape May,5,,2016-08-01,2016,8,1,0,0,1,0,1.4
Cape May,5,,2016-09-01,2016,9,1,1,0,0,0,1.3
Cape May,5,,2016-10-01,2016,10,2,1,1,0,0,1.4
Cape May,5,,2016-12-01,2016,12,1,1,0,0,0,1.3
Cape May,5,,2017-01-01,2017,1,1,1,0,0,0,1.3
Cape May,5,,2017-03-01,2017,3,2,2,0,0,0,1.4
Cape May,5,,2017-06-01,2017,6,1,0,1,0,0,1.3
Cape May,5,,2017-07-01,2017,7,3,2,1,0,0,1.5
Cape May,5,,2017-09-01,2017,9,3,2,1,0,0,1.6
Cape May,5,,2017-10-01,2017,10,2,1,1,0,0,1.7
Cape May,5,,2017-11-01,2017,11,2,1,1,0,0,1.8
Cape May,5,,2017-12-01,2017,12,2,0,0,2,0,1.8
Cape May,5,,2018-01-01,2018,1,1,0,0,1,0,1.8
Cape May,5,,2018-03-01,2018,3,1,1,0,0,0,1.8
Cape May,5,,2018-04-01,2018,4,2,2,0,0,0,1.8
Cape May,5,,2018-06-01,2018,6,1,1,0,0,0,1.8
Cape May,5,,2018-07-01,2018,7,2,2,0,0,0,1.8
Cape May,5,,2018-08-01,2018,8,2,2,0,0,0,1.8
Cape May,5,,2018-11-01,2018,11,1,1,0,0,0,1.8
Cape May,5,,2019-01-01,2019,1,2,1,0,1,0,1.8
Cape May,5,,2019-04-01,2019,4,1,1,0,0,0,1.6
Cape May,5,,2019-05-01,2019,5,3,1,0,1,1,1.7
Cape May,5,,2019-07-01,2019,7,1,1,0,0,0,1.6
Cape May,5,,2019-09-01,2019,9,4,3,0,1,0,1.8
Cape May,5,,2019-12-01,2019,12,1,1,0,0,0,1.8
Cape May,5,,2020-05-01,2020,5,2,2,0,0,0,1.8
Cape May,5,,2020-06-01,2020,6,1,1,0,0,0,1.8
Cape May,5,,2020-07-01,2020,7,4,2,0,1,1,2.0
Cape May,5,,2020-10-01,2020,10,1,0,0,1,0,1.9
Cape May,5,,2020-11-01,2020,11,1,0,0,1,0,1.8
Cape May,5,,2021-04-01,2021,4,2,1,1,0,0,1.9
Cape May,5,,2021-05-01,2021,5,1,0,0,1,0,1.8
Cape May,5,,2021-06-01,2021,6,1,0,1,0,0,1.8
Cape May,5,,2021-07-01,2021,7,3,2,0,0,1,1.8
Cape May,5,,2021-08-01,2021,8,2,1,0,1,0,1.9
Cape May,5,,2021-09-01,2021,9,2,0,1,0,1,1.8
Cape May,5,,2021-11-01,2021,11,1,0,0,0,1,1.8
Cape May,5,,2022-01-01,2022,1,1,0,0,1,0,1.7
Cape May,5,,2022-03-01,2022,3,1,0,0,0,1,1.7
Cape May,5,,2022-04-01,2022,4,1,1,0,0,0,1.4
Cape May,5,,2022-05-01,2022,5,4,2,0,2,0,1.7
Cape May,5,,2022-06-01,2022,6,2,1,0,1,0,1.8
Cape May,5,,2022-08-01,2022,8,1,1,0,0,0,1.7
Cape May,5,,2022-09-01,2022,9,2,0,1,1,0,1.8
Cape May,5,,2022-10-01,2022,10,1,0,0,1,0,1.8
Cape May,5,,2022-12-01,2022,12,2,0,0,2,0,1.7
Cape May,5,,2023-01-01,2023,1,1,1,0,0,0,1.6
Cape May,5,,2023-02-01,2023,2,1,1,0,0,0,1.5
Cape May,5,,2023-05-01,2023,5,1,0,0,1,0,1.5
Cape May,5,,2023-08-01,2023,8,2,2,0,0,0,1.6
Cape May,5,,2023-11-01,2023,11,1,0,0,1,0,1.6
Cape May,5,,2023-12-01,2023,12,1,0,1,0,0,1.6
Cape May,5,,2024-02-01,2024,2,1,1,0,0,0,1.3
Cape May,5,,2024-07-01,2024,7,1,1,0,0,0,1.2
Cape May,5,,2024-08-01,2024,8,1,1,0,0,0,1.2
Cape May,5,,2024-09-01,2024,9,1,1,0,0,0,1.2
Cape May,5,,2024-10-01,2024,10,2,2,0,0,0,1.2
Cape May,5,,2024-11-01,2024,11,2,2,0,0,0,1.2
Cape May,5,,2024-12-01,2024,12,1,0,0,1,0,1.2
Cape May,5,,2025-01-01,2025,1,2,2,0,0,0,1.3
Cape May,5,,2025-06-01,2025,6,5,3,2,0,0,1.7
Cape May,5,,2025-07-01,2025,7,1,1,0,0,0,1.6
Cape May,5,,2025-08-01,2025,8,2,1,1,0,0,1.7
Cape May,5,,2025-09-01,2025,9,1,1,0,0,0,1.7
Cape May,5,,2025-11-01,2025,11,2,1,1,0,0,1.8
Cumberland,6,,2001-01-01,2001,1,1,1,0,0,0,1.0
Cumberland,6,,2001-02-01,2001,2,1,1,0,0,0,1.0
Cumberland,6,,2001-03-01,2001,3,2,1,1,0,0,1.3
Cumberland,6,,2001-04-01,2001,4,2,1,0,1,0,1.5
Cumberland,6,,2001-05-01,2001,5,4,3,1,0,0,2.0
Cumberland,6,,2001-06-01,2001,6,3,1,2,0,0,2.2
Cumberland,6,,2001-07-01,2001,7,1,0,1,0,0,2.0
Cumberland,6,,2001-08-01,2001,8,3,2,1,0,0,2.1
Cumberland,6,,2001-09-01,2001,9,4,2,1,0,1,2.3
Cumberland,6,,2001-10-01,2001,10,6,3,2,1,0,2.7
Cumberland,6,,2001-11-01,2001,11,2,0,2,0,0,2.6
Cumberland,6,,2001-12-01,2001,12,5,3,0,2,0,2.8
Cumberland,6,,2002-01-01,2002,1,2,2,0,0,0,2.9
Cumberland,6,,2002-03-01,2002,3,3,2,0,1,0,3.1
Cumberland,6,,2002-04-01,2002,4,4,4,0,0,0,3.2
Cumberland,6,,2002-05-01,2002,5,1,0,1,0,0,3.2
Cumberland,6,,2002-06-01,2002,6,1,1,0,0,0,2.9
Cumberland,6,,2002-07-01,2002,7,2,1,0,0,1,2.8
Cumberland,6,,2002-08-01,2002,8,1,1,0,0,0,2.8
Cumberland,6,,2002-09-01,2002,9,3,2,1,0,0,2.8
Cumberland,6,,2002-11-01,2002,11,2,1,0,1,0,2.7
Cumberland,6,,2002-12-01,2002,12,3,2,1,0,0,2.4
Cumberland,6,,2003-01-01,2003,1,1,1,0,0,0,2.3
Cumberland,6,,2003-02-01,2003,2,3,1,0,1,1,2.2
Cumberland,6,,2003-03-01,2003,3,3,1,2,0,0,2.2
Cumberland,6,,2003-04-01,2003,4,1,1,0,0,0,2.1
Cumberland,6,,2003-06-01,2003,6,4,4,0,0,0,2.1
Cumberland,6,,2003-07-01,2003,7,5,2,3,0,0,2.4
Cumberland,6,,2003-08-01,2003,8,7,4,3,0,0,2.9
Cumberland,6,,2003-09-01,2003,9,2,2,0,0,0,2.9
Cumberland,6,,2003-10-01,2003,10,2,2,0,0,0,3.0
Cumberland,6,,2003-11-01,2003,11,4,1,1,1,1,3.1
Cumberland,6,,2003-12-01,2003,12,2,1,0,1,0,3.1
Cumberland,6,,2004-03-01,2004,3,1,1,0,0,0,2.9
Cumberland,6,,2004-04-01,2004,4,2,2,0,0,0,3.0
Cumberland,6,,2004-05-01,2004,5,3,1,1,1,0,3.0
Cumberland,6,,2004-06-01,2004,6,3,2,1,0,0,3.0
Cumberland,6,,2004-07-01,2004,7,3,2,1,0,0,3.2
Cumberland,6,,2004-08-01,2004,8,4,2,1,1,0,3.2
Cumberland,6,,2004-09-01,2004,9,1,0,1,0,0,2.8
Cumberland,6,,2004-12-01,2004,12,1,1,0,0,0,2.3
Cumberland,6,,2005-01-01,2005,1,4,2,2,0,0,2.5
Cumberland,6,,2005-02-01,2005,2,2,2,0,0,0,2.5
Cumberland,6,,2005-03-01,2005,3,1,1,0,0,0,2.2
Cumberland,6,,2005-05-01,2005,5,4,3,1,0,0,2.4
Cumberland,6,,2005-06-01,2005,6,3,2,1,0,0,2.6
Cumberland,6,,2005-07-01,2005,7,11,6,4,1,0,3.3
Cumberland,6,,2005-08-01,2005,8,3,1,2,0,0,3.3
Cumberland,6,,2005-09-01,2005,9,2,0,1,1,0,3.2
Cumberland,6,,2005-10-01,2005,10,1,0,1,0,0,3.1
Cumberland,6,,2005-11-01,2005,11,2,1,0,1,0,2.9
Cumberland,6,,2005-12-01,2005,12,4,3,1,0,0,3.2
Cumberland,6,,2006-01-01,2006,1,3,2,0,1,0,3.3
Cumberland,6,,2006-03-01,2006,3,3,2,0,1,0,3.2
Cumberland,6,,2006-04-01,2006,4,2,1,1,0,0,3.2
Cumberland,6,,2006-05-01,2006,5,4,3,1,0,0,3.5
Cumberland,6,,2006-07-01,2006,7,2,1,0,1,0,3.3
Cumberland,6,,2006-08-01,2006,8,4,2,1,1,0,3.4
Cumberland,6,,2006-09-01,2006,9,2,2,0,0,0,2.7
Cumberland,6,,2006-10-01,2006,10,1,1,0,0,0,2.5
Cumberland,6,,2006-11-01,2006,11,3,3,0,0,0,2.6
Cumberland,6,,2006-12-01,2006,12,5,2,2,0,1,2.9
Cumberland,6,,2007-03-01,2007,3,6,4,2,0,0,3.2
Cumberland,6,,2007-04-01,2007,4,1,0,1,0,0,3.0
Cumberland,6,,2007-05-01,2007,5,2,2,0,0,0,2.9
Cumberland,6,,2007-06-01,2007,6,4,3,1,0,0,3.0
Cumberland,6,,2007-07-01,2007,7,2,1,1,0,0,3.0
Cumberland,6,,2007-09-01,2007,9,3,2,1,0,0,2.9
Cumberland,6,,2007-10-01,2007,10,4,2,2,0,0,3.1
Cumberland,6,,2008-02-01,2008,2,2,2,0,0,0,2.9
Cumberland,6,,2008-03-01,2008,3,1,1,0,0,0,2.8
Cumberland,6,,2008-04-01,2008,4,2,2,0,0,0,2.9
Cumberland,6,,2008-05-01,2008,5,3,2,1,0,0,2.9
Cumberland,6,,2008-06-01,2008,6,3,2,0,1,0,2.8
Cumberland,6,,2008-07-01,2008,7,4,2,2,0,0,2.6
Cumberland,6,,2008-08-01,2008,8,4,2,2,0,0,2.8
Cumberland,6,,2008-09-01,2008,9,1,1,0,0,0,2.8
Cumberland,6,,2008-10-01,2008,10,1,0,0,0,1,2.5
Cumberland,6,,2008-11-01,2008,11,1,0,0,1,0,2.4
Cumberland,6,,2008-12-01,2008,12,1,1,0,0,0,2.2
Cumberland,6,,2009-01-01,2009,1,3,2,1,0,0,2.2
Cumberland,6,,2009-02-01,2009,2,1,1,0,0,0,2.1
Cumberland,6,,2009-03-01,2009,3,1,1,0,0,0,2.1
Cumberland,6,,2009-04-01,2009,4,2,2,0,0,0,2.1
Cumberland,6,,2009-05-01,2009,5,4,4,0,0,0,2.2
Cumberland,6,,2009-06-01,2009,6,4,3,1,0,0,2.2
Cumberland,6,,2009-07-01,2009,7,4,2,0,1,1,2.2
Cumberland,6,,2009-08-01,2009,8,2,1,1,0,0,2.1
Cumberland,6,,2009-09-01,2009,9,3,2,1,0,0,2.2
Cumberland,6,,2009-10-01,2009,10,1,1,0,0,0,2.2
Cumberland,6,,2009-11-01,2009,11,1,1,0,0,0,2.2
Cumberland,6,,2009-12-01,2009,12,2,1,1,0,0,2.3
Cumberland,6,,2010-02-01,2010,2,3,0,2,1,0,2.3
Cumberland,6,,2010-03-01,2010,3,1,1,0,0,0,2.3
Cumberland,6,,2010-04-01,2010,4,2,2,0,0,0,2.4
Cumberland,6,,2010-05-01,2010,5,1,1,0,0,0,2.3
Cumberland,6,,2010-06-01,2010,6,3,2,1,0,0,2.2
Cumberland,6,,2010-07-01,2010,7,3,2,1,0,0,2.2
Cumberland,6,,2010-08-01,2010,8,3,3,0,0,0,2.1
Cumberland,6,,2010-09-01,2010,9,3,2,1,0,0,2.2
Cumberland,6,,2010-10-01,2010,10,1,1,0,0,0,2.0
Cumberland,6,,2010-11-01,2010,11,2,2,0,0,0,2.1
Cumberland,6,,2010-12-01,2010,12,1,0,0,1,0,2.1
Cumberland,6,,2011-01-01,2011,1,3,2,0,1,0,2.2
Cumberland,6,,2011-04-01,2011,4,3,1,0,2,0,2.2
Cumberland,6,,2011-05-01,2011,5,6,5,1,0,0,2.6
Cumberland,6,,2011-06-01,2011,6,2,1,1,0,0,2.6
Cumberland,6,,2011-07-01,2011,7,2,2,0,0,0,2.7
Cumberland,6,,2011-08-01,2011,8,2,2,0,0,0,2.6
Cumberland,6,,2011-09-01,2011,9,1,1,0,0,0,2.4
Cumberland,6,,2011-10-01,2011,10,1,0,1,0,0,2.2
Cumberland,6,,2011-11-01,2011,11,2,2,0,0,0,2.2
Cumberland,6,,2011-12-01,2011,12,2,1,0,1,0,2.2
Cumberland,6,,2012-01-01,2012,1,1,0,1,0,0,2.2
Cumberland,6,,2012-02-01,2012,2,3,2,1,0,0,2.3
Cumberland,6,,2012-03-01,2012,3,1,0,0,0,1,2.2
Cumberland,6,,2012-06-01,2012,6,2,1,0,1,0,2.1
Cumberland,6,,2012-07-01,2012,7,2,1,0,1,0,1.8
Cumberland,6,,2012-08-01,2012,8,2,2,0,0,0,1.8
Cumberland,6,,2012-09-01,2012,9,2,1,0,1,0,1.8
Cumberland,6,,2012-10-01,2012,10,2,1,0,1,0,1.8
Cumberland,6,,2012-11-01,2012,11,1,0,0,1,0,1.8
Cumberland,6,,2012-12-01,2012,12,2,1,0,1,0,1.8
Cumberland,6,,2013-01-01,2013,1,1,1,0,0,0,1.8
Cumberland,6,,2013-02-01,2013,2,1,0,1,0,0,1.7
Cumberland,6,,2013-03-01,2013,3,5,1,2,2,0,2.0
Cumberland,6,,2013-04-01,2013,4,1,1,0,0,0,1.8
Cumberland,6,,2013-05-01,2013,5,2,1,0,1,0,1.9
Cumberland,6,,2013-06-01,2013,6,1,1,0,0,0,1.8
Cumberland,6,,2013-07-01,2013,7,2,2,0,0,0,1.8
Cumberland,6,,2013-08-01,2013,8,3,3,0,0,0,1.9
Cumberland,6,,2013-09-01,2013,9,2,1,0,1,0,1.9
Cumberland,6,,2013-10-01,2013,10,1,0,0,1,0,1.8
Cumberland,6,,2013-11-01,2013,11,3,2,1,0,0,2.0
Cumberland,6,,2013-12-01,2013,12,2,2,0,0,0,2.0
Cumberland,6,,2014-02-01,2014,2,1,1,0,0,0,2.0
Cumberland,6,,2014-03-01,2014,3,1,0,0,1,0,2.0
Cumberland,6,,2014-04-01,2014,4,2,2,0,0,0,1.8
Cumberland,6,,2014-05-01,2014,5,1,1,0,0,0,1.8
Cumberland,6,,2014-06-01,2014,6,3,2,1,0,0,1.8
Cumberland,6,,2014-08-01,2014,8,4,1,1,2,0,2.1
Cumberland,6,,2014-09-01,2014,9,4,4,0,0,0,2.2
Cumberland,6,,2014-10-01,2014,10,1,1,0,0,0,2.1
Cumberland,6,,2014-12-01,2014,12,1,1,0,0,0,2.0
Cumberland,6,,2015-02-01,2015,2,2,0,1,1,0,2.1
Cumberland,6,,2015-03-01,2015,3,2,2,0,0,0,2.0
Cumberland,6,,2015-04-01,2015,4,1,1,0,0,0,1.9
Cumberland,6,,2015-05-01,2015,5,4,3,1,0,0,2.2
Cumberland,6,,2015-06-01,2015,6,3,2,0,1,0,2.3
Cumberland,6,,2015-07-01,2015,7,2,2,0,0,0,2.3
Cumberland,6,,2015-08-01,2015,8,4,3,0,1,0,2.6
Cumberland,6,,2015-09-01,2015,9,2,1,0,0,1,2.5
Cumberland,6,,2015-10-01,2015,10,4,4,0,0,0,2.5
Cumberland,6,,2015-11-01,2015,11,4,3,0,1,0,2.5
Cumberland,6,,2015-12-01,2015,12,1,1,0,0,0,2.5
Cumberland,6,,2016-01-01,2016,1,1,0,1,0,0,2.5
Cumberland,6,,2016-02-01,2016,2,5,3,2,0,0,2.8
Cumberland,6,,2016-03-01,2016,3,2,1,1,0,0,2.8
Cumberland,6,,2016-04-01,2016,4,2,2,0,0,0,2.8
Cumberland,6,,2016-05-01,2016,5,2,1,1,0,0,2.7
Cumberland,6,,2016-06-01,2016,6,3,2,1,0,0,2.7
Cumberland,6,,2016-07-01,2016,7,2,0,0,2,0,2.7
Cumberland,6,,2016-08-01,2016,8,1,0,0,0,1,2.4
Cumberland,6,,2016-09-01,2016,9,4,3,1,0,0,2.6
Cumberland,6,,2016-10-01,2016,10,4,1,0,1,2,2.6
Cumberland,6,,2016-11-01,2016,11,1,1,0,0,0,2.3
Cumberland,6,,2016-12-01,2016,12,5,3,0,2,0,2.7
Cumberland,6,,2017-01-01,2017,1,1,1,0,0,0,2.7
Cumberland,6,,2017-03-01,2017,3,2,1,1,0,0,2.4
Cumberland,6,,2017-05-01,2017,5,3,2,0,1,0,2.5
Cumberland,6,,2017-06-01,2017,6,3,2,0,1,0,2.6
Cumberland,6,,2017-07-01,2017,7,2,1,0,0,1,2.6
Cumberland,6,,2017-08-01,2017,8,3,3,0,0,0,2.6
Cumberland,6,,2017-09-01,2017,9,6,3,2,1,0,2.9
Cumberland,6,,2017-10-01,2017,10,1,0,0,1,0,2.9
Cumberland,6,,2017-11-01,2017,11,2,2,0,0,0,2.8
Cumberland,6,,2017-12-01,2017,12,3,1,1,1,0,2.7
Cumberland,6,,2018-01-01,2018,1,1,1,0,0,0,2.7
Cumberland,6,,2018-02-01,2018,2,3,2,1,0,0,2.5
Cumberland,6,,2018-03-01,2018,3,2,1,1,0,0,2.6
Cumberland,6,,2018-04-01,2018,4,1,0,0,1,0,2.5
Cumberland,6,,2018-05-01,2018,5,4,3,0,0,1,2.6
Cumberland,6,,2018-06-01,2018,6,1,1,0,0,0,2.4
Cumberland,6,,2018-08-01,2018,8,1,1,0,0,0,2.3
Cumberland,6,,2018-10-01,2018,10,3,2,0,1,0,2.3
Cumberland,6,,2018-11-01,2018,11,1,1,0,0,0,1.9
Cumberland,6,,2018-12-01,2018,12,2,2,0,0,0,2.0
Cumberland,6,,2019-01-01,2019,1,2,0,0,2,0,2.0
