year,county,cc,mc,month,municipality,date,persons_killed,driver,passenger,cyclist,pedestrian
2015,Essex,7,14.0,5,NEWARK CITY,05/23/2015,.0 1 PEDESTRIAN,0,0,0,1
2015,Middlesex,12,2.0,5,CRANBURY TWSP,05/23/2015,.4 2 PASSENGERS,0,2,0,0
2015,Cumberland,6,10.0,5,MILLVILLE CITY,05/24/2015,".2 2 DRIVERS, 1 PASSENGER",2,1,0,0
2015,Union,20,11.0,5,NEW PROVIDENCE BORO,05/24/2015,.0 1 DRIVER,1,0,0,0
2015,Cumberland,6,14.0,5,VINELAND CITY,05/27/2015,.0 1 DRIVER,1,0,0,0
2015,Monmouth,13,49.0,5,TINTON FALLS BORO,05/28/2015,.6 1 DRIVER,1,0,0,0
2015,Bergen,2,12.0,5,EAST RUTHERFORD BOR,05/29/2015,.8 1 DRIVER,1,0,0,0
2015,Burlington,3,13.0,5,EVESHAM TWSP,05/29/2015,.7 1 DRIVER,1,0,0,0
2015,Hunterdon,10,22.0,5,READINGTON TWSP,05/29/2015,.4 1 PEDESTRIAN,0,0,0,1
2015,Middlesex,12,2.0,5,CRANBURY TWSP,05/29/2015,.9 1 PEDESTRIAN,0,0,0,1
2015,Ocean,15,24.0,5,PLUMSTED TWSP,05/29/2015,.7 1 DRIVER,1,0,0,0
2015,Camden,4,27.0,5,PENNSAUKEN TWSP,05/30/2015,.1 1 DRIVER,1,0,0,0
2015,Middlesex,12,17.0,5,PISCATAWAY TWSP,05/30/2015,.1 1 DRIVER,1,0,0,0
2015,Monmouth,13,51.0,5,UPPER FREEHOLD TWSP,05/30/2015,.5 1 DRIVER,1,0,0,0
2015,Middlesex,12,15.0,5,OLD BRIDGE TWSP,05/31/2015,.0 1 PASSENGER,0,1,0,0
2015,Ocean,15,15.0,5,LAKEWOOD TWSP,05/31/2015,.6 1 DRIVER,1,0,0,0
2015,Passaic,16,2.0,5,CLIFTON CITY,05/31/2015,".4 1 DRIVER, 1 PASSENGER",1,1,0,0
2015,Essex,7,14.0,6,NEWARK CITY,06/03/2015,.4 1 PEDESTRIAN,0,0,0,1
2015,Monmouth,13,21.0,6,HOWELL TWSP,06/03/2015,.8 1 DRIVER,1,0,0,0
2015,Morris,14,23.0,6,MORRIS PLAINS BORO,06/03/2015,.7 1 PEDESTRIAN,0,0,0,1
2015,Burlington,3,4.0,6,BORDENTOWN TWSP,06/04/2015,.8 1 DRIVER,1,0,0,0
2015,Union,20,4.0,6,ELIZABETH CITY,06/04/2015,.1 1 PEDESTRIAN,0,0,0,1
2015,Cape May,5,11.0,6,UPPER TWSP,06/05/2015,.8 1 DRIVER,1,0,0,0
2015,Monmouth,13,17.0,6,FREEHOLD TWSP,06/06/2015,.9 1 PEDESTRIAN,0,0,0,1
2015,Burlington,3,6.0,6,BURLINGTON TWSP,06/07/2015,.6 1 DRIVER,1,0,0,0
2015,Sussex,19,6.0,6,FRANKLIN BORO,06/07/2015,.9 1 DRIVER,1,0,0,0
2015,Bergen,2,56.0,6,RUTHERFORD BORO,06/08/2015,.9 1 DRIVER,1,0,0,0
2015,Gloucester,8,18.0,6,WASHINGTON TWSP,06/08/2015,.9 1 PASSENGER,0,1,0,0
2015,Monmouth,13,33.0,6,MILLSTONE TWSP,06/08/2015,.5 1 DRIVER,1,0,0,0
2015,Bergen,2,33.0,6,MAHWAH TWSP,06/10/2015,.4 1 DRIVER,1,0,0,0
2015,Morris,14,10.0,6,EAST HANOVER TWSP,06/10/2015,.6 1 DRIVER,1,0,0,0
2015,Passaic,16,14.0,6,WAYNE TWSP,06/10/2015,.6 1 DRIVER,1,0,0,0
2015,Cumberland,6,10.0,6,MILLVILLE CITY,06/11/2015,.4 1 DRIVER,1,0,0,0
2015,Gloucester,8,5.0,6,FRANKLIN TWSP,06/11/2015,.7 1 DRIVER,1,0,0,0
2015,Morris,14,22.0,6,MORRIS TWSP,06/11/2015,.0 1 PASSENGER,0,1,0,0
2015,Burlington,3,24.0,6,MOUNT LAUREL TWSP,06/13/2015,.7 1 DRIVER,1,0,0,0
2015,Middlesex,12,16.0,6,PERTH AMBOY CITY,06/13/2015,.0 1 DRIVER,1,0,0,0
2015,Monmouth,13,30.0,6,MARLBORO TWSP,06/13/2015,".6 1 DRIVER, 1 PASSENGER",1,1,0,0
2015,Burlington,3,39.0,6,WOODLAND TWSP,06/14/2015,.0 1 DRIVER,1,0,0,0
